batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus
RD Gaikwad,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,41.0,35,4,1,1,117.14285714285715,0,0,45.0,0
RR Pant,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,21.0,11,4,0,1,190.9090909090909,0,0,29.0,6
RV Patel,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,6.0,3,0,1,1,200.0,0,0,6.0,0
RV Uthappa,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,0.0,1,0,0,1,0.0,0,0,-2.0,0
S Dube,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,32.0,22,2,2,1,145.45454545454547,0,0,38.0,2
SN Thakur,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,24.0,19,2,1,1,126.3157894736842,0,0,26.0,0
AM Rahane,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,21.0,20,2,0,1,105.0,0,0,21.0,0
AR Patel,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,21.0,14,2,1,1,150.0,0,0,27.0,4
AT Rayudu,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,23.0,18,1,1,1,127.77777777777776,0,0,24.0,0
Aman Hakim Khan,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,2.0,5,0,0,0,40.0,0,0,2.0,0
DA Warner,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,0.0,2,0,0,1,0.0,0,0,-2.0,0
DL Chahar,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,1.0,2,0,0,0,50.0,0,0,1.0,0
DP Conway,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,10.0,15,1,0,1,66.66666666666666,0,0,7.0,-2
Kuldeep Yadav,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,0.0,1,0,0,0,0.0,0,0,0.0,0
Lalit Yadav,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,12.0,5,3,0,1,240.0,0,0,19.0,6
MK Pandey,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,27.0,29,1,2,2,93.10344827586206,0,0,28.0,0
MM Ali,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,7.0,12,0,0,1,58.333333333333336,0,0,5.0,0
MR Marsh,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,5.0,4,1,0,0,125.0,0,0,6.0,0
MS Dhoni,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,20.0,11,1,2,1,181.8181818181818,0,0,29.0,6
PD Salt,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,17.0,12,1,2,1,141.66666666666669,0,0,22.0,2
RA Jadeja,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,21.0,18,1,1,1,116.66666666666669,0,0,22.0,0
RD Gaikwad,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,24.0,19,4,0,1,126.3157894736842,0,0,26.0,0
RR Rossouw,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,35.0,37,2,1,1,94.5945945945946,0,0,37.0,0
RV Patel,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,10.0,16,0,0,0,62.5,0,0,8.0,-2
S Dube,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,25.0,14,0,3,1,178.57142857142858,0,0,35.0,6
TU Deshpande,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-10,0.0,1,0,0,0,0.0,0,0,0.0,0
A Nortje,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,0.0,1,0,0,0,0.0,0,0,0.0,0
AR Patel,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,15.0,9,1,1,1,166.66666666666669,0,0,20.0,4
Aman Hakim Khan,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,7.0,11,1,0,1,63.63636363636363,0,0,6.0,0
C Sakariya,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,0.0,2,0,0,0,0.0,0,0,0.0,0
DA Warner,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,86.0,60,7,5,1,143.33333333333334,1,0,111.0,2
DP Conway,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,87.0,53,11,3,1,164.1509433962264,1,0,114.0,4
Kuldeep Yadav,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,0.0,1,0,0,1,0.0,0,0,-2.0,0
Lalit Yadav,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,6.0,14,0,0,1,42.85714285714285,0,0,4.0,0
MS Dhoni,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,5.0,5,0,0,0,100.0,0,0,5.0,0
PD Salt,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,3.0,6,0,0,1,50.0,0,0,1.0,0
PP Shaw,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,5.0,7,1,0,1,71.42857142857143,0,0,4.0,0
RA Jadeja,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,20.0,8,3,1,0,250.0,0,0,31.0,6
RD Gaikwad,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,79.0,51,3,7,1,154.90196078431373,1,0,106.0,4
RR Rossouw,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,0.0,1,0,0,1,0.0,0,0,-2.0,0
S Dube,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,22.0,12,0,3,1,183.3333333333333,0,0,32.0,6
YV Dhull,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,13.0,15,1,0,1,86.66666666666667,0,0,12.0,0
AB de Villiers,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,26.0,22,2,0,0,118.1818181818182,0,0,28.0,0
G Gambhir,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,50.0,37,5,1,1,135.13513513513513,1,0,65.0,2
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,28.0,16,3,2,2,175.0,0,0,37.0,6
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,32.0,28,2,1,1,114.28571428571428,0,0,34.0,0
PA Patel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,21.0,21,3,0,1,100.0,0,0,22.0,0
S Badrinath,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,11.0,5,0,1,0,220.00000000000003,0,0,19.0,6
S Dhawan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,19.0,17,2,0,0,111.76470588235294,0,0,21.0,0
S Vidyut,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,54.0,38,7,1,1,142.10526315789474,1,0,71.0,2
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,3.0,4,0,0,0,75.0,0,0,3.0,0
SP Fleming,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,13.0,14,2,0,1,92.85714285714286,0,0,13.0,0
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,71.0,42,7,4,1,169.04761904761904,1,0,96.0,4
A Flintoff,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,16.0,18,1,0,1,88.88888888888889,0,0,15.0,0
AB de Villiers,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,105.0,54,5,6,0,194.44444444444443,0,1,144.0,6
G Gambhir,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,0.0,1,0,0,1,0.0,0,0,-2.0,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,13.0,14,1,0,1,92.85714285714286,0,0,12.0,0
Joginder Sharma,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,4.0,3,0,0,1,133.33333333333331,0,0,2.0,0
KD Karthik,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,18.0,17,2,0,1,105.88235294117648,0,0,18.0,0
M Muralitharan,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,0.0,1,0,0,0,0.0,0,0,0.0,0
MK Tiwary,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,9.0,13,1,0,1,69.23076923076923,0,0,8.0,0
ML Hayden,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,57.0,28,5,3,1,203.57142857142856,1,0,80.0,6
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,5.0,7,0,0,1,71.42857142857143,0,0,3.0,0
MS Gony,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,6.0,2,0,1,1,300.0,0,0,6.0,0
PA Patel,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,16.0,17,2,0,1,94.11764705882352,0,0,16.0,0
S Badrinath,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,7.0,8,0,0,1,87.5,0,0,5.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,41.0,27,5,1,1,151.85185185185185,0,0,50.0,4
TM Dilshan,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,50.0,27,7,2,1,185.1851851851852,1,0,73.0,6
V Sehwag,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,6.0,9,1,0,1,66.66666666666666,0,0,5.0,0
A Mishra,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,11.0,8,1,1,0,137.5,0,0,16.0,2
AB de Villiers,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,0.0,1,0,0,1,0.0,0,0,-2.0,0
DA Warner,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,51.0,40,5,1,1,127.5,1,0,64.0,0
G Gambhir,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,13.0,14,2,0,1,92.85714285714286,0,0,13.0,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,6.0,4,1,0,1,150.0,0,0,5.0,0
JDP Oram,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,3.0,7,0,0,1,42.85714285714285,0,0,1.0,0
KD Karthik,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,52.0,31,7,1,1,167.74193548387098,1,0,71.0,4
L Balaji,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
M Manhas,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,0.0,4,0,0,1,0.0,0,0,-2.0,0
M Muralitharan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,3.0,4,0,0,0,75.0,0,0,3.0,0
M Vijay,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,14.0,14,2,0,1,100.0,0,0,14.0,0
ML Hayden,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,30.0,20,4,1,1,150.0,0,0,38.0,4
MS Dhoni,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,6.0,8,0,0,1,75.0,0,0,4.0,0
PJ Sangwan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,0.0,3,0,0,1,0.0,0,0,-2.0,0
R Bhatia,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,2.0,7,0,0,1,28.57142857142857,0,0,0.0,0
S Badrinath,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,45.0,34,4,2,1,132.35294117647058,0,0,53.0,2
SB Jakati,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,13.0,9,2,0,1,144.44444444444443,0,0,15.0,2
SK Raina,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,32.0,22,2,2,1,145.45454545454547,0,0,38.0,2
TM Dilshan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,13.0,13,0,1,1,100.0,0,0,13.0,0
DA Warner,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,0.0,2,0,0,1,0.0,0,0,-2.0,0
DE Bollinger,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,16.0,14,1,1,0,114.28571428571428,0,0,19.0,0
G Gambhir,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,57.0,57,5,0,0,100.0,1,0,70.0,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,1.0,4,0,0,1,25.0,0,0,-1.0,0
KD Karthik,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,13.0,17,1,0,1,76.47058823529412,0,0,12.0,0
L Balaji,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,3.0,8,0,0,1,37.5,0,0,1.0,0
M Manhas,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,25.0,34,2,0,0,73.52941176470588,0,0,27.0,0
M Vijay,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,17.0,12,3,0,1,141.66666666666669,0,0,20.0,2
MEK Hussey,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,15.0,18,2,0,1,83.33333333333334,0,0,15.0,0
ML Hayden,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,1.0,5,0,0,1,20.0,0,0,-1.0,0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,0.0,2,0,0,1,0.0,0,0,-2.0,0
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,6.0,13,0,0,0,46.15384615384615,0,0,6.0,0
S Badrinath,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,30.0,30,2,0,1,100.0,0,0,30.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,15.0,20,2,0,1,75.0,0,0,15.0,0
TM Dilshan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,1.0,2,0,0,1,50.0,0,0,-1.0,0
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,4.0,4,0,0,1,100.0,0,0,2.0,0
AB McDonald,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,8.0,7,0,0,1,114.28571428571428,0,0,6.0,0
CA Ingram,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,7.0,12,1,0,1,58.333333333333336,0,0,6.0,0
DA Warner,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,21.0,25,2,0,1,84.0,0,0,21.0,0
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,44.0,36,3,2,0,122.22222222222224,0,0,51.0,0
JR Hopes,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,8.0,6,0,0,1,133.33333333333331,0,0,6.0,0
M Vijay,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,35.0,33,2,2,1,106.06060606060606,0,0,39.0,0
MEK Hussey,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,5.0,4,1,0,1,125.0,0,0,4.0,0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,63.0,31,5,4,0,203.2258064516129,1,0,90.0,6
NV Ojha,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,25.0,14,3,2,1,178.57142857142858,0,0,36.0,6
S Badrinath,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,55.0,44,6,1,0,125.0,1,0,71.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,14.0,10,1,1,1,140.0,0,0,17.0,2
Y Nagar,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,1.0,2,0,0,0,50.0,0,0,1.0,0
Y Venugopal Rao,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,30.0,22,2,2,1,136.36363636363637,0,0,36.0,2
DA Warner,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,8.0,9,1,0,1,88.88888888888889,0,0,7.0,0
DPMD Jayawardene,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,8.0,10,1,0,1,80.0,0,0,7.0,0
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,13.0,20,0,0,0,65.0,0,0,11.0,-2
M Vijay,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,48.0,41,5,1,0,117.07317073170732,0,0,55.0,0
MEK Hussey,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,38.0,32,5,1,1,118.75,0,0,43.0,0
NV Ojha,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,3.0,12,0,0,1,25.0,0,0,1.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,28.0,20,1,2,0,140.0,0,0,35.0,2
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,4.0,2,1,0,1,200.0,0,0,3.0,0
Y Nagar,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,44.0,47,1,1,0,93.61702127659576,0,0,47.0,0
Y Venugopal Rao,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,27.0,25,0,2,1,108.0,0,0,29.0,0
A Nehra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,0.0,1,0,0,1,0.0,0,0,-2.0,0
BJ Rohrer,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,4.0,6,0,0,1,66.66666666666666,0,0,2.0,0
DA Warner,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,44.0,39,2,1,1,112.82051282051282,0,0,46.0,0
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,12.0,8,1,0,0,150.0,0,0,17.0,4
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,4.0,5,0,0,1,80.0,0,0,2.0,0
J Botha,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,23.0,20,3,1,1,115.0,0,0,26.0,0
KM Jadhav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,2.0,4,0,0,1,50.0,0,0,0.0,0
M Vijay,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,31.0,24,3,1,0,129.16666666666669,0,0,36.0,0
MEK Hussey,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,26.0,27,3,0,2,96.29629629629628,0,0,25.0,0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,58.0,35,2,4,0,165.71428571428572,1,0,80.0,4
RA Jadeja,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,24.0,18,2,0,1,133.33333333333331,0,0,26.0,2
RE van der Merwe,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,14.0,16,1,0,1,87.5,0,0,13.0,0
S Kaul,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,7.0,9,0,0,0,77.77777777777779,0,0,7.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,7.0,12,0,0,1,58.333333333333336,0,0,5.0,0
UBT Chand,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,16.0,13,2,1,1,123.07692307692308,0,0,18.0,0
UT Yadav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,12.0,9,0,1,0,133.33333333333331,0,0,16.0,2
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,0.0,2,0,0,1,0.0,0,0,-2.0,0
BB McCullum,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,9.0,10,1,0,1,90.0,0,0,8.0,0
DR Smith,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,29.0,29,3,0,1,100.0,0,0,30.0,0
F du Plessis,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,24.0,17,1,1,1,141.1764705882353,0,0,27.0,2
JD Unadkat,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,1.0,5,0,0,0,20.0,0,0,1.0,0
JDS Neesham,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,22.0,15,2,0,1,146.66666666666666,0,0,24.0,2
JP Duminy,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,15.0,14,0,0,1,107.14285714285714,0,0,13.0,0
KD Karthik,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,21.0,22,2,0,1,95.45454545454544,0,0,21.0,0
LRPL Taylor,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,6.0,7,1,0,1,85.71428571428571,0,0,5.0,0
M Manhas,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,13.0,6,2,0,1,216.66666666666663,0,0,19.0,6
M Vijay,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,11.0,12,2,0,1,91.66666666666666,0,0,11.0,0
MA Agarwal,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,2.0,7,0,0,1,28.57142857142857,0,0,0.0,0
MK Tiwary,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,0.0,2,0,0,1,0.0,0,0,-2.0,0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,32.0,15,2,2,1,213.33333333333331,0,0,42.0,6
Mohammed Shami,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,1.0,4,0,0,1,25.0,0,0,-1.0,0
R Ashwin,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,1.0,1,0,0,0,100.0,0,0,1.0,0
RA Jadeja,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,7.0,3,0,1,1,233.33333333333331,0,0,7.0,0
S Nadeem,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,3.0,8,0,0,1,37.5,0,0,1.0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,56.0,42,5,1,1,133.33333333333331,1,0,71.0,2
A Mishra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,4.0,5,0,0,1,80.0,0,0,2.0,0
BB McCullum,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,4.0,2,1,0,1,200.0,0,0,3.0,0
CM Gautam,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,4.0,5,0,0,1,80.0,0,0,2.0,0
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0
DR Smith,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,34.0,31,6,0,1,109.6774193548387,0,0,38.0,0
F du Plessis,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,32.0,25,3,0,1,128.0,0,0,33.0,0
Imran Tahir,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,2.0,2,0,0,1,100.0,0,0,0.0,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,73.0,59,8,1,0,123.72881355932203,1,0,91.0,0
JP Duminy,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,5.0,5,0,0,1,100.0,0,0,3.0,0
KM Jadhav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,20.0,20,2,0,1,100.0,0,0,20.0,0
MA Agarwal,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,15.0,12,2,1,1,125.0,0,0,17.0,0
MM Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,2.0,1,0,0,0,200.0,0,0,2.0,0
